,Review_title,Review_text,Ratings
6059,Mind-blowing purchase,"Samsung delivered a phone at his best for this price.
Camera is good as per the cost and you can not expect more
SAMOLED very good display
Notifications are up to the current trend
Batter is good since 6000 mah power
I don't want to go for china product so I always go for non-china makers
Go for it!",5
6060,Very poor,"Samsung f22 is not good work my fone not work sim card , all time out of coverg , i have change sim card but not short out problem , and now toch is not work many time , going to switch of side 3buttan and start after work toch",1
6061,Worth every penny,First time usage samsung mobile...all company use mobile...but samsung galaxy first time usge....very good phone f22... battery backup good... display amoled very colourful display very nice phone samsung galaxy f22....camera clearity very nice....iam happy samsung mobile......thanks ekart very fast delivery. On two days. Thanks all......,5
6062,Super!,very nice mobile in this price range. if screen had FHD then it would have been great one. decent camera and performance. screen quality is just superb. you can go for this. video recording quality too bad.,5
6063,Slightly disappointed,"Everything in this mobile is pretty good and android is lovely. A very bad experience from samsung. Network problem is really unacceptable. In the area where network is very high in this area it is saying out of network coverage area. At all, not happy with the performance of the mobile. I was very excited bcoz this was my 1st ever samsung mobile till now.",2
6064,Value-for-money,"Nice battery backup, good camera and also a good display. For daily use phone is smooth and perfect.",4
6065,Wonderful,"I got the product at my door step in 16 hours after ordering so thank you flipkart for this excellent delivery. I have used it for 3 days and now writing my review:
Pro:
1. Battery is brilliant and perfect for people who spent lot of time on multimedia
2. Display 90hrz is very smooth and good looking. Didn't feel the absence of Full HD actually better than full HD IPS displays.
3. Samsung One UI
4. Look & feel. Very comfortable to hold. Background Matt finish no fingerprint
5. Primary camera...
READ MORE",4
6066,Good choice,"Good product in this price segment....looks like a premium smartphone.... performance is up to the mark ..... according to me , this device is perfect for the students who are doing the online classes.....don't expect high from camera or performance....",4
6067,Highly recommended,"Best mobile in this price range.. best batry bacup camra quality is also good, no lag, much better quality, littile bit less in feathures if compared to readme series.. bt overall mindblowing mobile...i m much satisfied..",5
6068,Wonderful,"This mobile gives me all things which i was found at this price. Camera, battery , Display and Many which gives me sacrifice at its price. So i really happy that samsung lover can afford in this price and gets best feature.",5
6069,good purchase,"if you are moderate user like, social media, watches some videos, and play games for fun, then this phone is for you, it not that expensive too. camera is awesome clicks amazing photos with back camera. selfie camera is good too for facetime and all. battery is outstanding but it takes 2 hrs to full and has good backup it will run throughout day if you use it heavily( not for gamers) Trust me you wont regret go for it.",4
6070,Mind-blowing purchase,"●Camera - 4/5
■ In this price range Camera is good.
●Screen - 4.5/5
■samsung as balanced phone pixels smartly by reducing horizonal screen lenght , So that the difference between full hd + and hd+ feels minimum...
Battery - 5/5 . 6000 mah battery with adative battery usage .
●Processor - 4/5
■mediatek helio 680 will not dissapoint you if you are not a gamer.
●Design and look - 5/5
■look is premium and phone is slim and sleek .

Flipkart has delivered this phone within 24 hr which is unimagin...
READ MORE",5
6071,Must buy!,"This mobile is a beast.... wonderful mobile for daily use. Smooth and clear display. Camera is awesome,out door photography is really great, but the low light and indoor selfie should improve more, 90hz display is super and smooth. Speaker sound should improve more, the only lack in this mobile is it dosent have NFC and Back case not provided.. battery is awesome will last for 2 days.performance also great but not for heavy gaming.",5
6072,Wonderful,"I bought 4gb/64gb variant and that is superbly good.
1)Display will not disappoint you at all , Samoled with 90hz feels very smooth compared to that 120hz redmi note 10 pro.If you are a normal user then you will not find any difference between FHD+ and HD+ display ,so for me that is not a con.
2) Battery life is amazing .
3) Performance,I will say that for normal usage at 90hz it feels smooth but if u want gaming then plss look our for other devices.
4)Camera was superbly good too considering...
READ MORE",5
6073,Best in the market!,"Keeping in view the mid range level of entry samsung has made his presence felt within the masses. Camera and display are surprisingly good at this price range. Super amoled with hd well configured which is pleasing to the eye for long viewing. 64 gb storage which can be increased. Media tek helio 80 an old processor though does daily multitasking with ease. No lagging felt till now. Hope regular software updates will dissolve any issue if props in future. Build quality is impressive too with...
READ MORE",5
6074,Value-for-money,"Nice battery backup, good camera and also a good display. For daily use phone is smooth and perfect.",4
6075,Wonderful,"I got the product at my door step in 16 hours after ordering so thank you flipkart for this excellent delivery. I have used it for 3 days and now writing my review:
Pro:
1. Battery is brilliant and perfect for people who spent lot of time on multimedia
2. Display 90hrz is very smooth and good looking. Didn't feel the absence of Full HD actually better than full HD IPS displays.
3. Samsung One UI
4. Look & feel. Very comfortable to hold. Background Matt finish no fingerprint
5. Primary camera...
READ MORE",4
6076,Good choice,"Good product in this price segment....looks like a premium smartphone.... performance is up to the mark ..... according to me , this device is perfect for the students who are doing the online classes.....don't expect high from camera or performance....",4
6077,Highly recommended,"Best mobile in this price range.. best batry bacup camra quality is also good, no lag, much better quality, littile bit less in feathures if compared to readme series.. bt overall mindblowing mobile...i m much satisfied..",5
6078,Wonderful,"This mobile gives me all things which i was found at this price. Camera, battery , Display and Many which gives me sacrifice at its price. So i really happy that samsung lover can afford in this price and gets best feature.",5
6079,good purchase,"if you are moderate user like, social media, watches some videos, and play games for fun, then this phone is for you, it not that expensive too. camera is awesome clicks amazing photos with back camera. selfie camera is good too for facetime and all. battery is outstanding but it takes 2 hrs to full and has good backup it will run throughout day if you use it heavily( not for gamers) Trust me you wont regret go for it.",4
6080,Mind-blowing purchase,"●Camera - 4/5
■ In this price range Camera is good.
●Screen - 4.5/5
■samsung as balanced phone pixels smartly by reducing horizonal screen lenght , So that the difference between full hd + and hd+ feels minimum...
Battery - 5/5 . 6000 mah battery with adative battery usage .
●Processor - 4/5
■mediatek helio 680 will not dissapoint you if you are not a gamer.
●Design and look - 5/5
■look is premium and phone is slim and sleek .

Flipkart has delivered this phone within 24 hr which is unimagin...
READ MORE",5
